timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
20251128T164106.00-0300,-29.205878,-50.897322,0.13,9,844.40,0.96
20251128T164107.00-0300,-29.205876,-50.897325,0.06,9,844.20,0.96
20251128T164108.00-0300,-29.205877,-50.897326,0.04,9,844.30,0.96
20251128T164109.00-0300,-29.205876,-50.897328,0.04,12,844.70,0.80
20251128T164110.00-0300,-29.205880,-50.897326,1.61,12,844.40,0.80
20251128T164111.00-0300,-29.205885,-50.897326,2.63,12,844.40,0.80
20251128T164112.00-0300,-29.205890,-50.897326,1.69,12,844.40,0.85
20251128T164113.00-0300,-29.205896,-50.897323,2.98,12,844.20,0.80
20251128T164114.00-0300,-29.205901,-50.897319,1.87,12,844.20,0.80
20251128T164115.00-0300,-29.205908,-50.897313,3.82,12,844.30,0.80
20251128T164116.00-0300,-29.205917,-50.897306,4.20,12,844.30,0.80
20251128T164117.00-0300,-29.205924,-50.897297,4.61,12,844.30,0.85
20251128T164118.00-0300,-29.205930,-50.897285,4.93,12,844.50,0.85
20251128T164119.00-0300,-29.205932,-50.897272,4.94,12,844.40,0.89
20251128T164120.00-0300,-29.205934,-50.897262,3.02,12,844.50,0.74
20251128T164121.00-0300,-29.205934,-50.897256,1.89,12,844.60,0.74
20251128T164122.00-0300,-29.205933,-50.897254,0.61,12,844.50,0.74
20251128T164123.00-0300,-29.205931,-50.897253,0.09,12,844.70,0.74
20251128T164124.00-0300,-29.205930,-50.897253,0.04,12,844.70,0.74
20251128T164125.00-0300,-29.205929,-50.897254,0.17,12,844.90,0.74
20251128T164126.00-0300,-29.205928,-50.897255,0.39,12,844.90,0.74
20251128T164127.00-0300,-29.205926,-50.897255,0.04,12,845.00,0.74
20251128T164128.00-0300,-29.205925,-50.897255,0.06,12,845.00,0.74
20251128T164129.00-0300,-29.205925,-50.897255,0.04,12,845.20,0.74
timestamp_local,latitude,longitude,velocidade_kmh,satelites,altitude_m,hdop
